customerID;gender;Country;State;City;ZipCode;LatLong;SeniorCitizen;Partner;Dependents;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Churn;ChurnReason
5149-CUZUJ;Male;United States;California;Helendale;92342;34.757783, -117.33997;0;Yes;Yes;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);No;
5149-QYTTU;Female;United States;California;Long Beach;90814;33.771612, -118.143866;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);No;
5149-TGWDZ;Female;United States;California;San Francisco;94118;37.781304, -122.461522;0;No;No;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;No;
5150-ITWWB;Male;United States;California;Hamilton City;95951;39.732767, -122.042298;1;No;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
5150-LJNSR;Male;United States;California;Tustin;92782;33.738543, -117.785046;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;One year;No;Bank transfer (automatic);No;
5151-HQRDG;Male;United States;California;Placerville;95667;38.733714, -120.795213;0;Yes;No;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;No;
5153-LXKDT;Male;United States;California;Danville;94506;37.791481, -121.903253;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;No;
5153-RTHKF;Female;United States;California;Palm Springs;92264;33.745746, -116.514215;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;No;
5154-VEKBL;Female;United States;California;Bodfish;93205;35.523991, -118.400432;0;No;No;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Mailed check;Yes;Competitor offered higher download speeds
5155-AZQPB;Female;United States;California;San Diego;92114;32.707892, -117.05512;0;Yes;Yes;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;No;
5156-UMKOW;Female;United States;California;San Simeon;93452;35.746484, -121.223355;0;No;Yes;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;No;
5158-RIVOP;Female;United States;California;Fields Landing;95537;40.726949, -124.217378;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);No;
5159-YFPKQ;Female;United States;California;Moreno Valley;92551;33.88274, -117.224878;0;No;No;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;Yes;Attitude of support person
5160-UXJED;Male;United States;California;San Diego;92101;32.72523, -117.171346;0;No;Yes;Yes;No;DSL;No;No;No;No;No;No;One year;No;Mailed check;No;
5161-UBZXI;Male;United States;California;Alamo;94507;37.855717, -121.994813;0;Yes;Yes;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
5161-XEUVX;Male;United States;California;Lynwood;90262;33.923573, -118.200669;0;Yes;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Two year;No;Mailed check;No;
5167-GBFRE;Male;United States;California;Oakland;94602;37.803883, -122.208417;1;No;No;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);Yes;Don't know
5167-ZFFMM;Male;United States;California;Indio;92201;33.713891, -116.237257;0;No;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);Yes;Network reliability
5168-MQQCA;Female;United States;California;Yucaipa;92399;34.04597, -117.011825;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);No;
5168-MSWXT;Male;United States;California;Essex;92332;34.9436, -115.287901;0;Yes;Yes;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
5170-PTRKA;Female;United States;California;Atherton;94027;37.454924, -122.203168;0;Yes;Yes;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Credit card (automatic);No;
5171-EPLKN;Male;United States;California;Rancho Cucamonga;91739;34.133809, -117.523724;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);No;
5172-MIGPM;Male;United States;California;Orange;92865;33.828779, -117.848299;0;No;No;Yes;Yes;DSL;No;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;No;
5172-RKOCB;Male;United States;California;Piercy;95587;39.955587, -123.681175;0;Yes;No;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
5173-WXOQV;Male;United States;California;Dos Palos;93620;37.045728, -120.630682;0;Yes;No;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;No;
5173-ZXXXL;Male;United States;California;Orange;92869;33.792791, -117.789749;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;No;
5174-ITUMV;Male;United States;California;San Jacinto;92583;33.796568, -116.924723;0;Yes;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;No;
5174-RNGBH;Female;United States;California;Live Oak;95953;39.258746, -121.77697;0;No;No;Yes;No;DSL;No;Yes;No;Yes;Yes;No;Month-to-month;No;Mailed check;Yes;Network reliability
5175-AOBHI;Female;United States;California;Hamilton City;95951;39.732767, -122.042298;0;No;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;Yes;Lack of self-service on Website
5175-WLYXL;Male;United States;California;Lone Pine;93545;36.590415, -118.073839;0;No;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;No;
5176-LDKUH;Female;United States;California;San Francisco;94114;37.758085, -122.434801;0;No;No;Yes;No;Fiber optic;No;Yes;No;No;No;No;One year;No;Electronic check;No;
5176-LMJXE;Female;United States;California;San Diego;92114;32.707892, -117.05512;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;No;
5176-OLSKT;Female;United States;California;Sloughhouse;95683;38.470423, -121.114897;0;Yes;No;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Bank transfer (automatic);No;
5177-RVZNU;Female;United States;California;Redding;96002;40.527834, -122.318749;0;No;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);No;
5178-LMXOP;Male;United States;California;Gardena;90248;33.876482, -118.284077;1;Yes;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Price too high
5180-UCIIQ;Male;United States;California;Lucerne;95458;39.141934, -122.770679;1;Yes;Yes;No;No phone service;DSL;Yes;No;No;No;No;Yes;Month-to-month;No;Mailed check;Yes;Moved
5181-OABFK;Female;United States;California;Rescue;95672;38.724322, -120.991237;0;Yes;Yes;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;Yes;Credit card (automatic);No;
5183-KLYEM;Female;United States;California;El Cerrito;94530;37.924838, -122.289145;0;No;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
5183-SNMJQ;Male;United States;California;Frazier Park;93225;34.827662, -118.999073;0;No;No;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);No;
5186-EJEGL;Male;United States;California;Escondido;92026;33.21846, -117.116916;0;No;No;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;Month-to-month;Yes;Mailed check;No;
5186-PEIZU;Female;United States;California;San Francisco;94124;37.731505, -122.384532;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);No;
5186-SAMNZ;Male;United States;California;Marina;93933;36.689582, -121.758398;1;No;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);Yes;Price too high
5188-HGMLP;Male;United States;California;Middletown;95461;38.787446, -122.58675;1;Yes;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);No;
5192-EBGOV;Female;United States;California;Brea;92823;33.924143, -117.79387;1;No;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Competitor offered higher download speeds
5193-QLVZB;Male;United States;California;Bieber;96009;41.083464, -121.107929;0;No;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
5195-KPUNQ;Female;United States;California;Lakehead;96051;40.883853, -122.418258;1;No;No;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;One year;Yes;Mailed check;No;
5196-SGOAK;Female;United States;California;Caliente;93518;35.358953, -118.527064;0;No;No;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Attitude of support person
5196-WPYOW;Male;United States;California;Paso Robles;93446;35.634222, -120.728341;0;Yes;Yes;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;No;
5197-LQXXH;Female;United States;California;Taylorsville;95983;40.053684, -120.743116;0;Yes;No;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
5197-PYEPU;Female;United States;California;Edwards;93523;34.966777, -117.961179;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;Yes;Credit card (automatic);No;
5197-YPYBZ;Female;United States;California;Laguna Niguel;92677;33.529047, -117.701175;0;Yes;Yes;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);No;
5198-EFNBM;Male;United States;California;Kingsburg;93631;36.478239, -119.52137;1;Yes;No;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;No;
5198-HQAEN;Male;United States;California;Fremont;94538;37.505768, -121.962472;0;Yes;Yes;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Electronic check;No;
5199-FPUSP;Male;United States;California;Esparto;95627;38.834469, -122.127193;0;No;Yes;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);No;
5201-CBWYG;Male;United States;California;Salton City;92275;33.28156, -115.955541;0;Yes;Yes;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);No;
5201-FRKKS;Male;United States;California;Winnetka;91306;34.209532, -118.577563;0;No;No;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);No;
5201-USSQZ;Female;United States;California;Monte Rio;95462;38.471049, -123.015549;0;Yes;No;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;No;Credit card (automatic);No;
5202-IVJNU;Female;United States;California;Crockett;94525;38.049292, -122.228415;0;No;Yes;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);Yes;Network reliability
5203-XEHAX;Female;United States;California;Macdoel;96058;41.769709, -121.92063;0;No;No;Yes;No;DSL;Yes;Yes;No;No;No;Yes;One year;No;Electronic check;No;
5204-HMGYF;Female;United States;California;La Crescenta;91214;34.239636, -118.245259;0;Yes;Yes;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;No;
5204-QZXPU;Male;United States;California;Glendale;91205;34.13658, -118.245839;0;No;No;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Competitor had better devices
5206-HPJKM;Male;United States;California;Valencia;91354;34.457005, -118.573726;0;No;No;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);No;
5206-XZZQI;Male;United States;California;Orange;92867;33.81859, -117.821288;0;No;No;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;No;
5207-PLSTK;Male;United States;California;La Habra;90631;33.940619, -117.9513;0;Yes;Yes;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;No;
5208-FVQKB;Male;United States;California;Lakeshore;93634;37.290606, -119.216328;0;Yes;No;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;No;Mailed check;No;
5208-HFSBT;Female;United States;California;Challenge;95925;39.461768, -121.195825;0;No;No;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);Yes;Competitor had better devices
5213-TWWJU;Male;United States;California;Richmond;94804;37.921034, -122.341798;0;No;No;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;No;Electronic check;No;
5214-CHIWJ;Male;United States;California;Fresno;93728;36.757345, -119.818274;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;No;
5214-NLTIT;Male;United States;California;Five Points;93624;36.397745, -120.119911;0;Yes;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);No;
5215-LNLDJ;Female;United States;California;San Juan Bautista;95045;36.810568, -121.503022;0;Yes;Yes;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;No;
5216-WASFJ;Female;United States;California;Challenge;95925;39.461768, -121.195825;1;Yes;No;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;No;
5219-YIPTK;Female;United States;California;Trinidad;95570;41.162295, -124.027381;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Service dissatisfaction
5220-AGAAX;Male;United States;California;Mendocino;95460;39.305545, -123.743697;0;Yes;Yes;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);No;
5222-IMUKT;Male;United States;California;Hornitos;95325;37.479926, -120.230424;0;No;No;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;No;
5222-JCXZT;Male;United States;California;Sacramento;95864;38.585826, -121.376263;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
5223-UZAVK;Male;United States;California;Thornton;95686;38.157794, -121.520223;0;No;No;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);No;
5226-NOZFC;Male;United States;California;Modesto;95358;37.612612, -121.108568;0;No;No;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;No;
5227-JSCFE;Male;United States;California;Scotts Valley;95066;37.070177, -122.010077;1;Yes;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);No;
5228-EXCET;Male;United States;California;Newberry Springs;92365;34.89326, -116.505958;0;No;No;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;Yes;Lack of self-service on Website
5229-DTFYB;Female;United States;California;San Diego;92111;32.805518, -117.169052;0;No;No;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
5229-PRWKT;Male;United States;California;Lompoc;93437;34.757477, -120.550507;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;Yes;Attitude of service provider
5231-FIQPA;Female;United States;California;Beverly Hills;90211;34.063947, -118.383001;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;No;
5232-NXPAY;Female;United States;California;Hilmar;95324;37.394536, -120.890747;0;No;No;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;No;
5233-AOZUF;Female;United States;California;Palm Springs;92262;33.839989, -116.659215;0;Yes;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;No;
5233-GEEAX;Male;United States;California;Lewiston;96052;40.704293, -122.803899;1;No;No;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;Yes;Competitor had better devices
5236-PERKL;Female;United States;California;Pearblossom;93553;34.445239, -117.894868;0;No;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);Yes;Competitor offered higher download speeds
5236-XMZJY;Female;United States;California;Los Angeles;90031;34.085807, -118.206617;0;No;No;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);No;
5240-CAOYT;Female;United States;California;Oak View;93022;34.404544, -119.302118;0;No;No;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);No;
5240-IJOQT;Male;United States;California;Grass Valley;95949;39.099204, -121.137962;1;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Competitor offered higher download speeds
5242-UOWHD;Male;United States;California;Anaheim;92802;33.807864, -117.923782;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;No;
5243-SAOTC;Male;United States;California;Bonsall;92003;33.290907, -117.202895;0;No;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);No;
5244-IRFIH;Male;United States;California;Los Alamos;93440;34.758699, -120.275839;1;Yes;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Competitor made better offer
5245-VDBUR;Female;United States;California;Los Alamitos;90720;33.79499, -118.065591;0;Yes;No;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;No;
5248-KWLAR;Male;United States;California;Niland;92257;33.345825, -115.596574;0;Yes;Yes;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;No;
5248-RPYWW;Female;United States;California;Turlock;95382;37.529656, -120.854357;1;Yes;Yes;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
5248-YGIJN;Male;United States;California;Los Angeles;90031;34.085807, -118.206617;0;Yes;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
5249-QYHEX;Female;United States;California;Rancho Mirage;92270;33.763678, -116.429928;0;Yes;Yes;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;No;
5256-SKJGO;Female;United States;California;Whittier;90603;33.945318, -117.992066;0;Yes;Yes;No;No phone service;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;No;
5260-UMPWX;Female;United States;California;Yorkville;95494;38.888351, -123.239647;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);No;
5261-QSHQM;Female;United States;California;Maricopa;93252;34.737031, -119.460557;0;No;No;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Product dissatisfaction
5266-PFRQK;Male;United States;California;Orleans;95556;41.269521, -123.546958;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);No;
5268-DSMNQ;Female;United States;California;Farmington;95230;37.956963, -120.863055;1;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);No;
5269-NRGDP;Male;United States;California;Concord;94521;37.971421, -121.971504;0;Yes;Yes;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;No;
5271-DBYSJ;Male;United States;California;Berkeley;94708;37.897743, -122.263124;1;No;No;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);No;
5271-YNWVR;Male;United States;California;Santa Paula;93060;34.402343, -119.094824;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;Yes;Extra data charges
5274-XHAKY;Female;United States;California;Compton;90222;33.912246, -118.236773;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);No;
5275-PMFUT;Male;United States;California;Chualar;93925;36.596271, -121.442274;0;Yes;Yes;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
5275-SQEIZ;Male;United States;California;Ojai;93023;34.581308, -118.931948;0;No;No;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;Yes;Competitor had better devices
5276-KQWHG;Female;United States;California;Woody;93287;35.710244, -118.881679;1;No;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Extra data charges
5277-ZLOOR;Female;United States;California;Applegate;95703;38.983388, -120.988814;1;No;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Network reliability
5278-PNYOX;Female;United States;California;San Jose;95126;37.327069, -121.916819;0;No;No;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);No;
5281-BUZGT;Male;United States;California;Weaverville;96093;40.759401, -122.939337;1;No;No;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Competitor made better offer
5285-MVEHD;Female;United States;California;Sunnyvale;94087;37.3511, -122.037311;0;Yes;No;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);No;
5286-YHCVC;Male;United States;California;Laton;93242;36.444232, -119.718285;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
5287-QWLKY;Male;United States;California;Big Pine;93513;37.245505, -118.062943;1;Yes;Yes;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);Yes;Attitude of support person
5288-AHOUP;Male;United States;California;Palm Desert;92260;33.694501, -116.412711;1;No;No;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;No;
5293-WXJAK;Female;United States;California;San Jose;95135;37.28682, -121.723877;1;Yes;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);Yes;Competitor offered more data
5294-CDGWY;Male;United States;California;Long Beach;90802;33.752524, -118.210737;0;Yes;Yes;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;No;Electronic check;Yes;Don't know
5294-DMSFH;Female;United States;California;Torrance;90503;33.840399, -118.353714;0;Yes;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);No;
5294-IMHHT;Male;United States;California;Occidental;95465;38.415003, -122.998726;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;One year;No;Bank transfer (automatic);No;
5295-PCJOO;Male;United States;California;Long Beach;90805;33.864622, -118.179626;0;No;Yes;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Don't know
5296-BFCYD;Male;United States;California;San Fernando;91340;34.286131, -118.435969;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;No;
5296-PSYVW;Female;United States;California;Oceanside;92054;33.351059, -117.420557;0;Yes;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;No;
5297-MDOIR;Female;United States;California;Monterey Park;91754;34.050322, -118.147037;0;Yes;No;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic);No;
5298-GSTLM;Female;United States;California;Sacramento;95817;38.550722, -121.457314;1;No;No;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);No;
5299-RULOA;Female;United States;California;Whittier;90606;33.976678, -118.065875;0;Yes;Yes;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Price too high
5299-SJCZT;Male;United States;California;Ladera Ranch;92694;33.569186, -117.640055;0;No;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);Yes;Network reliability
5301-GAUUY;Male;United States;California;Newport Beach;92661;33.601309, -117.902304;0;No;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);Yes;Competitor had better devices
5302-BDJNT;Male;United States;California;Sutter Creek;95685;38.432145, -120.77069;0;No;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;No;
5304-EFJLP;Male;United States;California;Los Molinos;96055;40.059385, -122.091481;1;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
5306-BVTKJ;Male;United States;California;El Cajon;92020;32.79697, -116.969082;0;Yes;Yes;Yes;No;DSL;No;Yes;Yes;No;No;No;One year;Yes;Credit card (automatic);No;
5307-DZCVC;Female;United States;California;Sacramento;95835;38.685069, -121.543709;1;Yes;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);Yes;Extra data charges
5307-UVGNB;Female;United States;California;Compton;90220;33.88151, -118.234451;0;Yes;Yes;No;No phone service;DSL;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);No;
5309-TAIKL;Female;United States;California;Rio Linda;95673;38.688764, -121.457596;0;No;No;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);No;
5310-NOOVA;Male;United States;California;Redwood Valley;95470;39.298065, -123.25211;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;No;
5311-IHLEI;Male;United States;California;Sebastopol;95472;38.398815, -122.861923;0;No;No;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);No;
5312-IRCFR;Female;United States;California;Nice;95464;39.12334, -122.838198;0;Yes;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;No;
5312-TSZVC;Female;United States;California;Hyampom;96046;40.648024, -123.465088;0;No;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;No;
5312-UXESG;Female;United States;California;Indio;92203;33.752938, -116.230055;0;No;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);No;
5313-FPXWG;Male;United States;California;Three Rivers;93271;36.413433, -118.854708;0;No;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);No;
5315-CKEQK;Male;United States;California;Castro Valley;94546;37.708327, -122.083473;1;Yes;Yes;Yes;Yes;DSL;No;No;No;No;No;No;One year;Yes;Electronic check;No;
